SupplierID,SupplierName,ProductID,CarMaker,CarModel,CarColor,CarModelYear,CarPrice,CustomerID,CustomerName,Gender,JobTitle,City,Country,CountryCode,State,OrderDate,OrderID,ShipDate,ShipMode,Shipping,PostalCode,Sales,Quantity,Discount,CreditCardType,CustomerFeedback,LeadTimeDays,OrderMonth,FeedbackScore,RevenuePerUnit
514,Quimba,69,Audi,Allroad,Aquamarine,2005,668880.58,64942-1305,Michaelina De Hooch,Female,Marketing Assistant,Riverside,United States,US,California,2019-03-21,41167-0031,2019-04-29,Standard Class,Truck,92505,958022.53,1,0.36,jcb,Okay,39,2019-03,3,958022.53
515,Voonix,3753,Volvo,XC60,Purple,2012,739155.3,49288-0591,Becka Barlass,Female,Teacher,Atlanta,United States,US,Georgia,2018-11-30,11822-0542,2019-03-31,Standard Class,Truck,30368,700480.52,1,0.29,diners-club-carte-blanche,Very Good,121,2018-11,5,700480.52
516,Twitterbeat,1031,Buick,Century,Purple,2002,709582.06,54868-1590,Kaela O'Doireidh,Female,Product Engineer,Vancouver,United States,US,Washington,2018-09-04,43742-0087,2019-02-06,First Class,Air,98682,829557.3,1,0.5,jcb,Okay,155,2018-09,3,829557.3
517,Meetz,7882,Mercury,Capri,Pink,1986,702527.3,68788-9203,Lazaro Gouinlock,Male,Project Manager,Sacramento,United States,US,California,2019-01-11,41250-829,2019-05-07,First Class,Truck,94286,892599.94,1,0.44,maestro,Very Good,116,2019-01,5,892599.94
518,Jazzy,2242,Saab,9-3,Green,2005,783661.39,59572-205,Pearla Aspland,Female,Nuclear Power Engineer,Washington,United States,US,District of Columbia,2018-10-25,60512-1017,2019-03-13,Standard Class,Air,20088,832080.27,2,0.72,mastercard,Bad,139,2018-10,2,416040.135
519,Realbridge,58,Chrysler,Pacifica,Yellow,2004,611128.05,51808-210,Ashton De Mattei,Male,Chief Design Engineer,Albany,United States,US,New York,2018-11-12,59779-620,2019-02-03,First Class,Truck,12210,921035.98,1,0.44,diners-club-carte-blanche,Very Good,83,2018-11,5,921035.98
520,Vimbo,3785,Dodge,Ram Van 2500,Teal,2003,592129.56,63739-805,Rita Breakwell,Female,Assistant Professor,Birmingham,United States,US,Alabama,2019-04-27,48433-311,2019-04-29,First Class,Truck,35279,817508.04,1,0.52,mastercard,Good,2,2019-04,4,817508.04
521,Eabox,5021,Mitsubishi,Excel,Indigo,1989,723731.51,42602-003,Vanya Conwell,Female,Quality Engineer,Cleveland,United States,US,Ohio,2018-07-30,67938-0942,2019-02-10,Standard Class,Air,44125,732820.42,2,0.78,diners-club-enroute,Good,195,2018-07,4,366410.21
522,Topicshots,6561,Mazda,Protege,Teal,1998,560565.94,0220-9081,Katusha Benet,Female,Staff Accountant IV,Pittsburgh,United States,US,Pennsylvania,2018-07-24,43742-0343,2019-01-15,First Class,Truck,15240,941817.29,2,0.73,jcb,Bad,175,2018-07,2,470908.645
523,Youopia,8866,Mercedes-Benz,M-Class,Red,1998,653470.84,50242-075,Harwilll Scallon,Male,Sales Associate,Paterson,United States,US,New Jersey,2018-10-29,13537-220,2019-02-26,Same Day,Air,7544,740237.44,2,0.64,jcb,Very Bad,120,2018-10,1,370118.72
524,Aibox,9317,Subaru,Forester,Red,2007,530257.82,49349-677,Retha Couzens,Female,Environmental Tech,Dayton,United States,US,Ohio,2019-04-26,0395-1213,2019-04-09,Second Class,Truck,45408,803378.01,1,0.75,bankcard,Bad,-17,2019-04,2,803378.01
525,Twimbo,4641,Mazda,B-Series Plus,Blue,1996,691121.91,52959-009,Orelle Dibb,Female,Web Developer II,Beaufort,United States,US,South Carolina,2018-09-22,75887-003,2019-01-10,Second Class,Air,29905,792237.37,2,0.89,jcb,Very Bad,110,2018-09,1,396118.685
526,Gabcube,8473,Mazda,Miata MX-5,Crimson,2008,689817.44,54569-1155,Siward Stainton - Skinn,Male,Statistician I,Orlando,United States,US,Florida,2019-02-17,41520-114,2019-03-26,Second Class,Truck,32835,931525.87,2,0.32,americanexpress,Very Bad,37,2019-02,1,465762.935
527,Yabox,50,Chevrolet,Bel Air,Goldenrod,1967,540948.38,43857-0023,Ric Limbert,Male,Director of Sales,Jacksonville,United States,US,Florida,2019-02-02,0591-3964,2019-05-22,Second Class,Truck,32259,796675.88,1,0.84,maestro,Very Bad,109,2019-02,1,796675.88
528,Midel,3143,Plymouth,Laser,Crimson,1989,610866.9,60681-1002,Sisile Jammet,Female,Community Outreach Specialist,Visalia,United States,US,California,2018-10-01,55711-070,2019-04-24,First Class,Air,93291,899138.27,2,0.74,americanexpress,Bad,205,2018-10,2,449569.135
529,Quatz,4561,Pontiac,Sunfire,Pink,2004,629947.59,68682-004,Kynthia Kettlesing,Female,Technical Writer,South Bend,United States,US,Indiana,2018-07-13,48951-2084,2019-01-11,Standard Class,Air,46614,749736.46,2,0.9,bankcard,Very Good,182,2018-07,5,374868.23
530,Oyoba,3925,Ford,Edge,Khaki,2009,777418.65,0904-6191,Conrado Van der Daal,Male,Editor,Cincinnati,United States,US,Ohio,2018-09-04,0054-8528,2019-01-13,First Class,Air,45296,795709.75,1,0.63,jcb,Okay,131,2018-09,3,795709.75
531,Jayo,1351,Mazda,MPV,Green,1990,524531.89,52810-212,Rainer Donaway,Male,Recruiter,Oklahoma City,United States,US,Oklahoma,2018-12-07,63459-201,2019-03-03,Standard Class,Truck,73167,770851.96,1,0.44,americanexpress,Good,86,2018-12,4,770851.96
532,Flipstorm,5599,Audi,A3,Violet,2012,674456.59,51672-1271,Inger Sellan,Female,Senior Financial Analyst,Bradenton,United States,US,Florida,2019-05-06,52125-574,2019-04-15,Same Day,Air,34210,841175.73,1,0.5,switch,Very Good,-21,2019-05,5,841175.73
533,Dynabox,5900,Lotus,Elise,Goldenrod,2009,518657.83,10544-151,Amata Dell,Female,Editor,Lubbock,United States,US,Texas,2018-12-14,10096-0258,2019-02-08,Standard Class,Truck,79405,908650.52,2,0.3,jcb,Bad,56,2018-12,2,454325.26
534,Flipbug,3429,Suzuki,Vitara,Yellow,2002,546296.85,11822-6101,Tonya Tidball,Female,Occupational Therapist,Boca Raton,United States,US,Florida,2019-05-30,44523-603,2019-04-30,Second Class,Air,33432,838528.58,2,0.4,laser,Okay,-30,2019-05,3,419264.29
535,Myworks,3481,Pontiac,Trans Sport,Goldenrod,1991,600871.41,51655-102,Karim Rosevear,Male,Cost Accountant,Springfield,United States,US,Missouri,2019-05-29,63323-127,2019-03-08,Same Day,Truck,65805,796593.13,1,0.7,jcb,Very Bad,-82,2019-05,1,796593.13
536,Cogilith,5369,Dodge,Intrepid,Goldenrod,2002,594583.1,0409-3213,Lea Wernham,Female,Chemical Engineer,Florence,United States,US,South Carolina,2019-06-10,68737-226,2019-04-08,Standard Class,Truck,29505,896621.53,1,0.39,jcb,Bad,-63,2019-06,2,896621.53
537,Trudeo,2779,Mitsubishi,Raider,Crimson,2009,660245.46,50114-8500,Berkeley Roz,Male,Legal Assistant,Detroit,United States,US,Michigan,2018-07-25,0268-1138,2019-05-06,First Class,Truck,48217,732441.62,1,0.8,mastercard,Okay,285,2018-07,3,732441.62
538,Blognation,7704,Volvo,C30,Turquoise,2009,748409.41,33237-002,Christin Shottin,Female,Product Engineer,Anaheim,United States,US,California,2018-11-13,24385-054,2019-06-12,Standard Class,Air,92812,780766.03,1,0.46,jcb,Very Good,211,2018-11,5,780766.03
539,Kwimbee,2799,Volkswagen,Jetta,Yellow,1987,741224.47,55154-2734,Car Gerwood,Male,Recruiting Manager,Tallahassee,United States,US,Florida,2018-07-27,60793-130,2019-01-10,First Class,Air,32399,938479.84,2,0.27,maestro,Very Good,167,2018-07,5,469239.92
540,Quimba,118,Suzuki,Sidekick,Puce,1997,573481.77,67296-0470,Tammi Hurch,Female,Health Coach I,Las Vegas,United States,US,Nevada,2019-05-11,50383-063,2019-01-31,First Class,Air,89140,706633.15,2,0.8,visa,Very Good,-100,2019-05,5,353316.575
541,LiveZ,3764,Oldsmobile,Cutlass Supreme,Teal,1993,608535.16,37012-484,Rockwell Cresser,Male,Assistant Manager,Asheville,United States,US,North Carolina,2018-07-12,65862-134,2019-06-17,First Class,Truck,28805,869402.01,1,0.89,visa-electron,Good,340,2018-07,4,869402.01
542,Abatz,3403,Chevrolet,Express 3500,Yellow,1996,760883.96,11527-163,Mateo Reolfi,Male,Compensation Analyst,Jeffersonville,United States,US,Indiana,2018-11-11,57520-0503,2019-04-24,Second Class,Truck,47134,744912.09,2,0.31,jcb,Very Good,164,2018-11,5,372456.045
543,Fiveclub,304,Lexus,ES,Blue,2002,620925.48,0185-0128,My Leneve,Male,Design Engineer,Wichita,United States,US,Kansas,2018-12-22,62037-938,2019-02-05,Standard Class,Air,67220,935182.86,2,0.59,jcb,Okay,45,2018-12,3,467591.43
544,InnoZ,2371,Toyota,Solara,Yellow,2003,796767.55,36987-2792,Karee Richemond,Female,Paralegal,Van Nuys,United States,US,California,2019-01-30,0067-6025,2019-01-02,Same Day,Truck,91411,795237.45,2,0.37,diners-club-enroute,Bad,-28,2019-01,2,397618.725
545,Oba,3775,GMC,3500 Club Coupe,Purple,1994,552464.54,0113-0973,Becky Karppi,Female,Account Executive,Brooklyn,United States,US,New York,2019-03-09,16590-609,2019-06-08,Standard Class,Air,11241,922429.28,1,0.72,instapayment,Okay,91,2019-03,3,922429.28
546,Innotype,4623,Volvo,V90,Indigo,1997,770234.37,58118-1260,Fanechka Fant,Female,Account Representative I,San Francisco,United States,US,California,2019-01-27,64117-250,2019-02-02,Standard Class,Air,94169,957463.31,1,0.59,jcb,Good,6,2019-01,4,957463.31
547,Avamm,8706,Isuzu,Hombre,Fuscia,1999,763156.52,60512-2015,Abdel Trathan,Male,Information Systems Manager,Wilmington,United States,US,Delaware,2019-01-17,45802-283,2019-01-14,First Class,Truck,19892,898723.16,1,0.85,maestro,Very Bad,-3,2019-01,1,898723.16
548,Skivee,4519,Ford,Aspire,Goldenrod,1994,628831.35,63010-011,Gabrielle Scrivenor,Female,Research Associate,Honolulu,United States,US,Hawaii,2019-05-02,14720-372,2019-01-26,Second Class,Truck,96845,931999.99,1,0.41,mastercard,Okay,-96,2019-05,3,931999.99
549,Meejo,5292,Mazda,Miata MX-5,Maroon,2002,711760.55,37808-351,Jocelyn Tatlock,Female,Compensation Analyst,New York City,United States,US,New York,2018-12-29,0113-2476,2019-04-30,Same Day,Truck,10155,740283.16,1,0.74,jcb,Good,122,2018-12,4,740283.16
550,Dabjam,754,Dodge,Durango,Maroon,2009,703519.17,60429-323,Missy Powland,Female,Administrative Assistant II,Huntsville,United States,US,Alabama,2018-06-30,43063-407,2019-01-27,Second Class,Air,35815,911847.09,1,0.72,jcb,Bad,211,2018-06,2,911847.09
551,Trupe,5593,Jeep,Grand Cherokee,Orange,2010,579570.63,59351-0333,Malanie McIlroy,Female,VP Accounting,Sacramento,United States,US,California,2019-03-11,36987-1216,2019-04-07,Standard Class,Air,95823,924010.0,1,0.56,switch,Very Bad,27,2019-03,1,924010.0
552,Jaxnation,7937,Volkswagen,GTI,Turquoise,1997,761039.81,52685-454,Linn Gaythwaite,Male,Quality Engineer,El Paso,United States,US,Texas,2019-01-29,68001-133,2019-02-24,Second Class,Truck,79911,817701.54,1,0.37,jcb,Good,26,2019-01,4,817701.54
553,Avaveo,5824,Lexus,IS-F,Green,2012,544052.09,0002-4465,Minerva Noir,Female,Safety Technician II,Indianapolis,United States,US,Indiana,2019-05-23,10742-8368,2019-06-17,Same Day,Air,46221,797957.33,1,0.27,jcb,Good,25,2019-05,4,797957.33
554,Babbleopia,8876,Infiniti,Q,Orange,2001,757878.29,63187-087,Eveleen Rittelmeyer,Female,Professor,Phoenix,United States,US,Arizona,2019-01-18,54868-4381,2019-06-08,First Class,Truck,85053,843930.47,2,0.75,maestro,Very Good,141,2019-01,5,421965.235
555,Kare,8269,Suzuki,Kizashi,Red,2011,643784.73,41520-873,Norine Harris,Female,Assistant Professor,Orlando,United States,US,Florida,2018-12-30,37808-431,2019-01-13,Second Class,Air,32835,725006.81,2,0.68,maestro,Bad,14,2018-12,2,362503.405
556,Kaymbo,1229,Chevrolet,3500,Mauv,1993,714010.1,68391-306,Myer McQuilliam,Male,Automation Specialist III,Washington,United States,US,District of Columbia,2018-10-19,35356-173,2019-02-15,Standard Class,Air,20220,989798.81,2,0.4,maestro,Okay,119,2018-10,3,494899.405
557,Layo,1724,Volvo,V40,Orange,2002,599234.27,49349-336,Beverley Elstub,Female,Senior Developer,Washington,United States,US,District of Columbia,2018-07-18,0378-0344,2019-01-14,Standard Class,Air,56944,955661.07,1,0.29,americanexpress,Good,180,2018-07,4,955661.07
558,Babbleopia,9545,Volvo,C70,Turquoise,2008,524051.85,10812-604,Hewet Stithe,Male,VP Quality Control,Baltimore,United States,US,Maryland,2018-07-26,0378-2017,2019-03-29,First Class,Truck,21265,779769.27,1,0.58,jcb,Good,246,2018-07,4,779769.27
559,Skippad,9154,Infiniti,M,Blue,2007,762039.69,63629-1558,Shanon Dudgeon,Female,Environmental Tech,Houston,United States,US,Texas,2018-10-24,60512-6646,2019-04-28,Standard Class,Air,77206,984606.86,1,0.29,diners-club-enroute,Very Good,186,2018-10,5,984606.86
560,Realpoint,3452,Scion,iQ,Goldenrod,2012,527372.53,0498-0401,Gar Vernall,Male,Assistant Media Planner,New Castle,United States,US,Pennsylvania,2018-12-19,49349-334,2019-02-18,First Class,Truck,16107,740278.41,1,0.87,switch,Good,61,2018-12,4,740278.41
561,Avaveo,8960,Ford,Excursion,Maroon,2005,597917.34,23155-014,Barry Filippello,Male,Senior Cost Accountant,Tucson,United States,US,Arizona,2018-09-24,54738-908,2019-03-29,Standard Class,Truck,85754,849568.1,1,0.37,china-unionpay,Good,186,2018-09,4,849568.1
562,Ntag,3227,Mercedes-Benz,SL-Class,Blue,2011,645402.68,54868-6162,Colby Pittendreigh,Male,Professor,Oakland,United States,US,California,2018-08-22,0085-1110,2019-03-06,Same Day,Truck,94611,938371.34,2,0.56,china-unionpay,Okay,196,2018-08,3,469185.67
563,Eimbee,370,Mercedes-Benz,E-Class,Aquamarine,2002,647466.27,60760-978,Dannie Bold,Male,Occupational Therapist,Atlanta,United States,US,Georgia,2019-05-26,43353-867,2019-02-24,Same Day,Truck,30301,901134.64,1,0.32,jcb,Very Good,-91,2019-05,5,901134.64
564,Jabbersphere,2219,Buick,Lucerne,Indigo,2011,756084.82,11822-0450,Melitta Dulany,Female,Budget/Accounting Analyst IV,Redwood City,United States,US,California,2019-05-01,68258-7980,2019-01-28,First Class,Truck,94064,922666.88,2,0.56,jcb,Okay,-93,2019-05,3,461333.44
565,Divanoodle,161,Honda,CR-V,Orange,1997,679745.5,63730-292,Hunfredo MacChaell,Male,Geological Engineer,Texarkana,United States,US,Texas,2018-09-06,58118-1342,2019-06-06,Standard Class,Air,75507,891147.46,1,0.49,maestro,Very Bad,273,2018-09,1,891147.46
566,Livefish,7711,Mitsubishi,Galant,Red,1994,572474.69,60429-354,Benita Jandera,Female,Graphic Designer,Boca Raton,United States,US,Florida,2018-10-09,37205-607,2019-05-17,Second Class,Air,33499,958300.42,1,0.35,mastercard,Very Bad,220,2018-10,1,958300.42
567,Janyx,5821,Chevrolet,Monte Carlo,Yellow,2000,501681.17,0283-0679,Kort Hobbert,Male,Automation Specialist IV,Worcester,United States,US,Massachusetts,2019-04-17,52380-0540,2019-04-24,Standard Class,Air,1654,846498.77,2,0.69,americanexpress,Very Good,7,2019-04,5,423249.385
568,Babbleblab,3172,Subaru,Forester,Red,2007,706042.96,0456-0095,Cornelius Hirthe,Male,Internal Auditor,Huntington,United States,US,West Virginia,2019-05-01,76113-012,2019-05-10,Same Day,Air,25721,742354.62,1,0.88,jcb,Good,9,2019-05,4,742354.62
569,Mita,7878,Volkswagen,Cabriolet,Yellow,1989,532077.53,50181-0038,Ibby Druhan,Female,Geological Engineer,Knoxville,United States,US,Tennessee,2018-07-16,61245-145,2019-01-17,Same Day,Truck,37914,929795.76,2,0.55,jcb,Very Bad,185,2018-07,1,464897.88
570,Divavu,442,Chevrolet,Camaro,Goldenrod,1969,527560.44,60971-1176,Pammie Drover,Female,Mechanical Systems Engineer,Irving,United States,US,Texas,2018-12-04,51389-119,2019-01-22,Second Class,Truck,75062,811729.0,2,0.59,jcb,Bad,49,2018-12,2,405864.5
571,Feedfire,7031,Nissan,GT-R,Turquoise,2011,506821.81,55301-411,Tamas Claye,Male,Information Systems Manager,Louisville,United States,US,Kentucky,2019-02-01,75857-1100,2019-02-06,Second Class,Air,40280,868698.33,2,0.56,jcb,Good,5,2019-02,4,434349.165
572,Muxo,9643,Suzuki,Vitara,Teal,2002,531593.7,44523-450,Eveline McKirdy,Female,Electrical Engineer,Little Rock,United States,US,Arkansas,2018-12-26,49967-206,2019-01-26,First Class,Air,72231,910114.62,1,0.36,diners-club-carte-blanche,Very Good,31,2018-12,5,910114.62
573,Fivespan,9219,Pontiac,Bonneville,Indigo,1968,521774.37,64942-0894,Benetta Matthis,Female,Associate Professor,Toledo,United States,US,Ohio,2018-07-25,12462-201,2019-02-27,Standard Class,Air,43656,826583.87,1,0.89,jcb,Bad,217,2018-07,2,826583.87
574,Topicstorm,500,Pontiac,Montana,Turquoise,2005,688179.93,54868-5585,Brandtr Playhill,Male,Database Administrator IV,Carson City,United States,US,Nevada,2019-02-24,49738-872,2019-04-14,Same Day,Truck,89714,712249.45,2,0.57,jcb,Bad,49,2019-02,2,356124.725
575,Tambee,8684,Eagle,Talon,Yellow,1990,768898.81,22700-143,Cherrita Ebi,Female,Quality Engineer,Washington,United States,US,District of Columbia,2019-06-01,36987-1842,2019-04-29,Same Day,Air,20470,911911.25,2,0.41,jcb,Bad,-33,2019-06,2,455955.625
576,Meezzy,8944,Ford,Aerostar,Red,1997,660411.83,36987-3061,Standford Goodhall,Male,Software Consultant,Silver Spring,United States,US,Maryland,2019-05-01,0013-2651,2019-05-11,First Class,Air,20904,811909.78,2,0.39,diners-club-carte-blanche,Okay,10,2019-05,3,405954.89
577,Kwilith,3121,Chevrolet,Camaro,Khaki,1967,689570.61,59310-175,Vevay Stagg,Female,Registered Nurse,Gadsden,United States,US,Alabama,2018-11-26,24330-410,2019-04-11,Second Class,Air,35905,807335.29,2,0.41,diners-club-carte-blanche,Very Good,136,2018-11,5,403667.645
578,InnoZ,7779,Toyota,Celica,Khaki,2003,742359.49,47781-103,Kirbee Woolager,Female,Recruiter,Bronx,United States,US,New York,2018-10-23,24987-242,2019-01-05,Same Day,Air,10464,920041.64,2,0.27,bankcard,Okay,74,2018-10,3,460020.82
579,Jaloo,5311,Lincoln,LS,Mauv,2003,761782.87,67692-148,Troy Scoon,Male,Speech Pathologist,New York City,United States,US,New York,2019-03-06,55648-967,2019-05-26,Standard Class,Truck,10160,860503.45,1,0.51,switch,Bad,81,2019-03,2,860503.45
580,Fanoodle,3814,Chevrolet,Astro,Pink,1997,695450.22,0378-3005,Arte De Angelo,Male,Human Resources Assistant II,Sacramento,United States,US,California,2018-12-16,0270-1314,2019-04-17,Same Day,Air,95852,740768.09,2,0.63,diners-club-carte-blanche,Okay,122,2018-12,3,370384.045
581,Twimm,7878,BMW,M5,Goldenrod,2008,673726.33,68745-1019,Tammie Schaumaker,Male,Environmental Tech,Pittsburgh,United States,US,Pennsylvania,2018-10-10,63739-047,2019-02-08,Standard Class,Truck,15220,929636.59,2,0.58,jcb,Very Good,121,2018-10,5,464818.295
582,Camido,8115,Pontiac,Grand Prix,Purple,1996,546993.51,68084-734,Cybil Seeney,Female,Registered Nurse,Phoenix,United States,US,Arizona,2019-03-03,76509-800,2019-01-18,Second Class,Air,85010,712164.3,2,0.71,jcb,Okay,-44,2019-03,3,356082.15
583,Einti,243,Audi,S6,Violet,2009,757251.54,36987-3362,Hadleigh Baptiste,Male,Safety Technician IV,Macon,United States,US,Georgia,2019-01-22,55289-390,2019-04-09,First Class,Truck,31296,995138.41,2,0.89,jcb,Bad,77,2019-01,2,497569.205
584,Edgeify,5845,Buick,Somerset,Turquoise,1987,780201.47,23155-112,Loria Chander,Female,Structural Analysis Engineer,Alexandria,United States,US,Louisiana,2018-11-19,57691-108,2019-02-18,Second Class,Air,71307,952627.07,1,0.44,jcb,Good,91,2018-11,4,952627.07
585,Quaxo,7923,Buick,Park Avenue,Red,2000,671395.03,64125-127,Warden Pund,Male,Information Systems Manager,Carson City,United States,US,Nevada,2019-02-17,51523-006,2019-02-24,Second Class,Air,89706,993368.91,1,0.81,switch,Very Good,7,2019-02,5,993368.91
586,Skinix,9988,Isuzu,Trooper,Khaki,1992,676215.34,45802-770,Terrell Brocket,Male,General Manager,Miami,United States,US,Florida,2019-03-09,36987-3350,2019-04-29,Standard Class,Air,33190,950423.02,2,0.7,jcb,Good,51,2019-03,4,475211.51
587,Vimbo,8892,Ford,Club Wagon,Teal,1993,742207.22,49693-1801,Othello Whettleton,Male,Research Assistant II,Dallas,United States,US,Texas,2018-11-23,49035-449,2019-05-29,Same Day,Truck,75210,932820.19,1,0.41,jcb,Very Bad,187,2018-11,1,932820.19
588,Skipfire,8039,Subaru,Outback,Pink,2011,566794.25,36987-3360,Sybille MacParland,Female,Financial Advisor,Dallas,United States,US,Texas,2019-06-15,58232-0721,2019-01-03,Second Class,Truck,75241,817665.95,1,0.44,jcb,Bad,-163,2019-06,2,817665.95
589,Wordtune,9802,Volkswagen,GTI,Indigo,2000,769088.39,0395-1003,Winston Denness,Male,Food Chemist,Tyler,United States,US,Texas,2018-12-14,57237-082,2019-04-18,Same Day,Truck,75705,935839.8,2,0.51,switch,Okay,125,2018-12,3,467919.9
590,Thoughtmix,7978,Acura,NSX,Indigo,1995,668051.61,45802-453,Everard MacFaul,Male,VP Accounting,Lexington,United States,US,Kentucky,2018-10-23,58232-0037,2019-05-25,Second Class,Truck,40586,894285.16,1,0.83,maestro,Very Good,214,2018-10,5,894285.16
591,Layo,282,Pontiac,Vibe,Indigo,2006,652121.19,51393-7336,Camel Rollo,Female,Programmer Analyst II,Santa Rosa,United States,US,California,2019-06-04,0603-4979,2019-01-29,Standard Class,Air,95405,819652.66,1,0.35,china-unionpay,Good,-126,2019-06,4,819652.66
592,Blogpad,5193,Mercedes-Benz,CLS-Class,Crimson,2010,733580.12,0409-0219,Adams Kaaskooper,Male,Structural Analysis Engineer,Las Vegas,United States,US,Nevada,2019-01-10,53208-377,2019-06-09,Same Day,Truck,89105,978988.09,1,0.53,bankcard,Very Bad,150,2019-01,1,978988.09
593,Skibox,9616,Mazda,B2000,Green,1985,752822.39,75936-113,Brose Warlaw,Male,Senior Developer,Savannah,United States,US,Georgia,2018-12-17,64942-0819,2019-03-25,Second Class,Air,31416,828364.86,1,0.54,americanexpress,Good,98,2018-12,4,828364.86
594,Feedbug,8861,BMW,M3,Indigo,2001,634012.21,51386-300,Garrard Vonderdell,Male,Human Resources Manager,Trenton,United States,US,New Jersey,2019-05-06,0781-9404,2019-06-01,Second Class,Air,8650,824706.54,2,0.65,jcb,Okay,26,2019-05,3,412353.27
595,Trunyx,1422,Isuzu,Rodeo,Blue,1994,735110.74,0025-1851,Donelle Gwatkins,Female,VP Accounting,Des Moines,United States,US,Iowa,2018-06-20,0363-0311,2019-05-19,Second Class,Truck,50330,784176.28,1,0.74,jcb,Okay,333,2018-06,3,784176.28
596,Skiba,2104,Lamborghini,Diablo,Red,1995,639325.75,50988-183,Brander Westhofer,Male,VP Quality Control,Spokane,United States,US,Washington,2018-10-25,0268-1524,2019-03-08,First Class,Truck,99210,712590.5,1,0.82,mastercard,Bad,134,2018-10,2,712590.5
597,Thoughtstorm,9315,Oldsmobile,Cutlass Cruiser,Fuscia,1993,577105.85,59779-349,Isabelita McKilroe,Female,Data Coordiator,New York City,United States,US,New York,2019-05-23,43269-694,2019-04-18,First Class,Truck,10004,887350.81,2,0.43,bankcard,Very Bad,-35,2019-05,1,443675.405
598,Dabtype,9411,Pontiac,GTO,Goldenrod,2004,594796.89,52533-103,Gilbert Reven,Male,Senior Cost Accountant,Baton Rouge,United States,US,Louisiana,2018-08-09,51346-230,2019-03-28,Second Class,Air,70820,971787.33,1,0.29,diners-club-carte-blanche,Okay,231,2018-08,3,971787.33
599,Skidoo,101,Chrysler,Town & Country,Mauv,1996,518555.94,0220-9324,Chryste Please,Female,Operator,Des Moines,United States,US,Iowa,2019-04-14,55910-014,2019-04-29,First Class,Air,50393,990115.45,1,0.85,diners-club-carte-blanche,Okay,15,2019-04,3,990115.45
600,Wikibox,8070,Hyundai,Tucson,Red,2010,569753.76,41190-915,Isadora Riggoll,Female,Assistant Manager,New Castle,United States,US,Pennsylvania,2019-02-17,0069-3120,2019-03-24,Standard Class,Truck,16107,997044.61,2,0.41,mastercard,Okay,35,2019-02,3,498522.305
601,Linklinks,5296,Mercedes-Benz,E-Class,Fuscia,2011,535714.96,68345-965,Durward Hanvey,Male,Physical Therapy Assistant,Jacksonville,United States,US,Florida,2018-07-29,49288-0349,2019-06-06,Same Day,Truck,32215,860560.39,2,0.36,bankcard,Bad,312,2018-07,2,430280.195
602,Divanoodle,7091,Acura,RL,Indigo,2000,774027.46,68788-9164,Robers Coker,Male,Programmer I,Dallas,United States,US,Texas,2019-06-16,42508-157,2019-03-17,Standard Class,Air,75260,981664.2,2,0.44,jcb,Very Good,-91,2019-06,5,490832.1
603,Yakidoo,1231,MG,MGB,Khaki,1977,701700.99,66969-6014,Gianna Wycliffe,Female,Pharmacist,Orlando,United States,US,Florida,2019-02-14,55154-5154,2019-02-05,Second Class,Air,32859,831134.31,2,0.67,jcb,Very Good,-9,2019-02,5,415567.155
604,Yodel,7965,Ford,F-Series,Violet,1997,607062.87,48256-0011,Teddy Arnopp,Female,Engineer III,Saint Petersburg,United States,US,Florida,2019-01-04,67345-0681,2019-03-07,Same Day,Air,33731,776415.38,2,0.6,laser,Very Bad,62,2019-01,1,388207.69
605,Zoombeat,6691,BMW,M3,Mauv,2012,595765.47,0603-2433,Gerladina Beswetherick,Female,Recruiter,New York City,United States,US,New York,2019-02-22,59078-031,2019-02-09,Same Day,Truck,10009,977136.92,1,0.52,jcb,Very Bad,-13,2019-02,1,977136.92
606,Jamia,394,Hyundai,Elantra,Khaki,2004,697773.34,0597-0058,Pavel Griffith,Male,Health Coach II,Aurora,United States,US,Colorado,2019-02-25,65044-6695,2019-06-07,First Class,Air,80044,891672.21,1,0.7,bankcard,Okay,102,2019-02,3,891672.21
607,Yodo,4882,Austin,Mini Cooper,Indigo,1964,717807.54,53808-0347,Herculie Levi,Male,Office Assistant I,Pittsburgh,United States,US,Pennsylvania,2019-01-16,60512-1035,2019-02-05,First Class,Air,15266,777048.56,2,0.41,jcb,Bad,20,2019-01,2,388524.28
608,Twitterwire,1693,Daewoo,Lanos,Indigo,2001,518771.58,0485-0096,Rolfe Hamel,Male,Occupational Therapist,Staten Island,United States,US,New York,2019-02-04,10267-3852,2019-05-18,First Class,Air,10305,824035.7,2,0.61,diners-club-us-ca,Bad,103,2019-02,2,412017.85
609,Yambee,5253,Land Rover,Range Rover Classic,Teal,1993,782933.2,67457-483,Gerianne Casa,Female,Human Resources Assistant I,Tulsa,United States,US,Oklahoma,2018-08-19,64092-802,2019-02-11,Second Class,Air,74116,737975.27,2,0.68,americanexpress,Very Good,176,2018-08,5,368987.635
610,Zoombox,6823,Chevrolet,3500,Fuscia,1995,552264.38,41520-851,Kristyn Rosten,Female,Recruiter,Buffalo,United States,US,New York,2018-07-11,68788-9038,2019-01-24,Standard Class,Truck,14233,848949.57,2,0.86,jcb,Okay,197,2018-07,3,424474.785
